timestep,reward,epsilon
3.029600000000000000e+04,2.830000000000000000e+02,nan
3.041000000000000000e+04,1.140000000000000000e+02,nan
3.083900000000000000e+04,4.290000000000000000e+02,nan
3.102100000000000000e+04,1.820000000000000000e+02,nan
3.119100000000000000e+04,1.700000000000000000e+02,nan
3.141700000000000000e+04,2.260000000000000000e+02,nan
3.174800000000000000e+04,3.310000000000000000e+02,nan
3.195400000000000000e+04,2.060000000000000000e+02,nan
3.215100000000000000e+04,1.970000000000000000e+02,nan
3.234400000000000000e+04,1.930000000000000000e+02,nan
3.263200000000000000e+04,2.880000000000000000e+02,nan
3.296100000000000000e+04,3.290000000000000000e+02,nan
3.343900000000000000e+04,4.780000000000000000e+02,nan
3.393900000000000000e+04,5.000000000000000000e+02,nan
3.413200000000000000e+04,1.930000000000000000e+02,nan
3.463200000000000000e+04,5.000000000000000000e+02,nan
3.505200000000000000e+04,4.200000000000000000e+02,nan
3.536700000000000000e+04,3.150000000000000000e+02,nan
3.558300000000000000e+04,2.160000000000000000e+02,nan
3.586400000000000000e+04,2.810000000000000000e+02,nan
3.612600000000000000e+04,2.620000000000000000e+02,nan
3.627300000000000000e+04,1.470000000000000000e+02,nan
3.652300000000000000e+04,2.500000000000000000e+02,nan
3.666300000000000000e+04,1.400000000000000000e+02,nan
3.681600000000000000e+04,1.530000000000000000e+02,nan
3.696900000000000000e+04,1.530000000000000000e+02,nan
3.722000000000000000e+04,2.510000000000000000e+02,nan
3.747900000000000000e+04,2.590000000000000000e+02,nan
3.762700000000000000e+04,1.480000000000000000e+02,nan
3.790200000000000000e+04,2.750000000000000000e+02,nan
3.805900000000000000e+04,1.570000000000000000e+02,nan
3.824500000000000000e+04,1.860000000000000000e+02,nan
3.849800000000000000e+04,2.530000000000000000e+02,nan
3.877400000000000000e+04,2.760000000000000000e+02,nan
3.898900000000000000e+04,2.150000000000000000e+02,nan
3.939600000000000000e+04,4.070000000000000000e+02,nan
3.975000000000000000e+04,3.540000000000000000e+02,nan
4.000600000000000000e+04,2.560000000000000000e+02,nan
4.019300000000000000e+04,1.870000000000000000e+02,nan
4.046000000000000000e+04,2.670000000000000000e+02,nan
4.067200000000000000e+04,2.120000000000000000e+02,nan
4.088100000000000000e+04,2.090000000000000000e+02,nan
4.103000000000000000e+04,1.490000000000000000e+02,nan
4.142700000000000000e+04,3.970000000000000000e+02,nan
4.168100000000000000e+04,2.540000000000000000e+02,nan
4.182900000000000000e+04,1.480000000000000000e+02,nan
4.205900000000000000e+04,2.300000000000000000e+02,nan
4.234800000000000000e+04,2.890000000000000000e+02,nan
4.256200000000000000e+04,2.140000000000000000e+02,nan
4.286100000000000000e+04,2.990000000000000000e+02,nan
4.305700000000000000e+04,1.960000000000000000e+02,nan
4.326900000000000000e+04,2.120000000000000000e+02,nan
4.360800000000000000e+04,3.390000000000000000e+02,nan
4.375500000000000000e+04,1.470000000000000000e+02,nan
4.401200000000000000e+04,2.570000000000000000e+02,nan
4.413700000000000000e+04,1.250000000000000000e+02,nan
4.430500000000000000e+04,1.680000000000000000e+02,nan
4.460000000000000000e+04,2.950000000000000000e+02,nan
4.471900000000000000e+04,1.190000000000000000e+02,nan
4.493000000000000000e+04,2.110000000000000000e+02,nan
4.507400000000000000e+04,1.440000000000000000e+02,nan
4.529700000000000000e+04,2.230000000000000000e+02,nan
4.549800000000000000e+04,2.010000000000000000e+02,nan
4.565400000000000000e+04,1.560000000000000000e+02,nan
