timestep,reward,epsilon
1.858000000000000000e+04,4.900000000000000000e+01,4.000000000000000083e-02
1.866900000000000000e+04,8.900000000000000000e+01,4.000000000000000083e-02
1.879400000000000000e+04,1.250000000000000000e+02,4.000000000000000083e-02
1.892800000000000000e+04,1.340000000000000000e+02,4.000000000000000083e-02
1.919100000000000000e+04,2.630000000000000000e+02,4.000000000000000083e-02
1.928400000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
1.933000000000000000e+04,4.600000000000000000e+01,4.000000000000000083e-02
1.936800000000000000e+04,3.800000000000000000e+01,4.000000000000000083e-02
1.945800000000000000e+04,9.000000000000000000e+01,4.000000000000000083e-02
1.954800000000000000e+04,9.000000000000000000e+01,4.000000000000000083e-02
1.962000000000000000e+04,7.200000000000000000e+01,4.000000000000000083e-02
1.967100000000000000e+04,5.100000000000000000e+01,4.000000000000000083e-02
1.976300000000000000e+04,9.200000000000000000e+01,4.000000000000000083e-02
1.986200000000000000e+04,9.900000000000000000e+01,4.000000000000000083e-02
1.995400000000000000e+04,9.200000000000000000e+01,4.000000000000000083e-02
2.004700000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
2.013800000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
2.018900000000000000e+04,5.100000000000000000e+01,4.000000000000000083e-02
2.029700000000000000e+04,1.080000000000000000e+02,4.000000000000000083e-02
2.044800000000000000e+04,1.510000000000000000e+02,4.000000000000000083e-02
2.073100000000000000e+04,2.830000000000000000e+02,4.000000000000000083e-02
2.075900000000000000e+04,2.800000000000000000e+01,4.000000000000000083e-02
2.085000000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
2.094000000000000000e+04,9.000000000000000000e+01,4.000000000000000083e-02
2.096600000000000000e+04,2.600000000000000000e+01,4.000000000000000083e-02
2.098800000000000000e+04,2.200000000000000000e+01,4.000000000000000083e-02
2.104100000000000000e+04,5.300000000000000000e+01,4.000000000000000083e-02
2.106700000000000000e+04,2.600000000000000000e+01,4.000000000000000083e-02
2.108800000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
2.110200000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
2.111700000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
2.117800000000000000e+04,6.100000000000000000e+01,4.000000000000000083e-02
2.122000000000000000e+04,4.200000000000000000e+01,4.000000000000000083e-02
2.133700000000000000e+04,1.170000000000000000e+02,4.000000000000000083e-02
2.142800000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
2.151500000000000000e+04,8.700000000000000000e+01,4.000000000000000083e-02
2.156300000000000000e+04,4.800000000000000000e+01,4.000000000000000083e-02
2.161700000000000000e+04,5.400000000000000000e+01,4.000000000000000083e-02
2.167300000000000000e+04,5.600000000000000000e+01,4.000000000000000083e-02
2.170700000000000000e+04,3.400000000000000000e+01,4.000000000000000083e-02
2.175000000000000000e+04,4.300000000000000000e+01,4.000000000000000083e-02
2.184000000000000000e+04,9.000000000000000000e+01,4.000000000000000083e-02
2.193200000000000000e+04,9.200000000000000000e+01,4.000000000000000083e-02
2.202300000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
2.211600000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
2.221200000000000000e+04,9.600000000000000000e+01,4.000000000000000083e-02
2.231000000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
2.240700000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
2.246900000000000000e+04,6.200000000000000000e+01,4.000000000000000083e-02
2.253500000000000000e+04,6.600000000000000000e+01,4.000000000000000083e-02
2.259500000000000000e+04,6.000000000000000000e+01,4.000000000000000083e-02
2.265700000000000000e+04,6.200000000000000000e+01,4.000000000000000083e-02
2.272300000000000000e+04,6.600000000000000000e+01,4.000000000000000083e-02
2.277500000000000000e+04,5.200000000000000000e+01,4.000000000000000083e-02
2.280200000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
2.282300000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
2.284400000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
2.286300000000000000e+04,1.900000000000000000e+01,4.000000000000000083e-02
2.288400000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
2.290700000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
2.292500000000000000e+04,1.800000000000000000e+01,4.000000000000000083e-02
2.294700000000000000e+04,2.200000000000000000e+01,4.000000000000000083e-02
2.296300000000000000e+04,1.600000000000000000e+01,4.000000000000000083e-02
2.298300000000000000e+04,2.000000000000000000e+01,4.000000000000000083e-02
2.300100000000000000e+04,1.800000000000000000e+01,4.000000000000000083e-02
2.301600000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
2.304100000000000000e+04,2.500000000000000000e+01,4.000000000000000083e-02
2.310700000000000000e+04,6.600000000000000000e+01,4.000000000000000083e-02
2.317300000000000000e+04,6.600000000000000000e+01,4.000000000000000083e-02
2.323500000000000000e+04,6.200000000000000000e+01,4.000000000000000083e-02
2.329600000000000000e+04,6.100000000000000000e+01,4.000000000000000083e-02
2.353800000000000000e+04,2.420000000000000000e+02,4.000000000000000083e-02
2.362500000000000000e+04,8.700000000000000000e+01,4.000000000000000083e-02
2.368500000000000000e+04,6.000000000000000000e+01,4.000000000000000083e-02
2.377600000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
2.387700000000000000e+04,1.010000000000000000e+02,4.000000000000000083e-02
2.398300000000000000e+04,1.060000000000000000e+02,4.000000000000000083e-02
2.408000000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
2.410500000000000000e+04,2.500000000000000000e+01,4.000000000000000083e-02
2.419100000000000000e+04,8.600000000000000000e+01,4.000000000000000083e-02
2.420700000000000000e+04,1.600000000000000000e+01,4.000000000000000083e-02
2.422500000000000000e+04,1.800000000000000000e+01,4.000000000000000083e-02
2.423700000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
2.428100000000000000e+04,4.400000000000000000e+01,4.000000000000000083e-02
2.437400000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
2.446400000000000000e+04,9.000000000000000000e+01,4.000000000000000083e-02
2.447900000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
2.457300000000000000e+04,9.400000000000000000e+01,4.000000000000000083e-02
2.466300000000000000e+04,9.000000000000000000e+01,4.000000000000000083e-02
2.475300000000000000e+04,9.000000000000000000e+01,4.000000000000000083e-02
2.484000000000000000e+04,8.700000000000000000e+01,4.000000000000000083e-02
2.499600000000000000e+04,1.560000000000000000e+02,4.000000000000000083e-02
2.508400000000000000e+04,8.800000000000000000e+01,4.000000000000000083e-02
2.509700000000000000e+04,1.300000000000000000e+01,4.000000000000000083e-02
2.511200000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
2.514300000000000000e+04,3.100000000000000000e+01,4.000000000000000083e-02
2.516400000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
2.519200000000000000e+04,2.800000000000000000e+01,4.000000000000000083e-02
2.521700000000000000e+04,2.500000000000000000e+01,4.000000000000000083e-02
2.525800000000000000e+04,4.100000000000000000e+01,4.000000000000000083e-02
2.527000000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
2.530700000000000000e+04,3.700000000000000000e+01,4.000000000000000083e-02
2.532600000000000000e+04,1.900000000000000000e+01,4.000000000000000083e-02
2.542500000000000000e+04,9.900000000000000000e+01,4.000000000000000083e-02
2.552300000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
2.554600000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
2.564300000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
2.573000000000000000e+04,8.700000000000000000e+01,4.000000000000000083e-02
2.581700000000000000e+04,8.700000000000000000e+01,4.000000000000000083e-02
2.583600000000000000e+04,1.900000000000000000e+01,4.000000000000000083e-02
2.590600000000000000e+04,7.000000000000000000e+01,4.000000000000000083e-02
2.595300000000000000e+04,4.700000000000000000e+01,4.000000000000000083e-02
2.598400000000000000e+04,3.100000000000000000e+01,4.000000000000000083e-02
2.605000000000000000e+04,6.600000000000000000e+01,4.000000000000000083e-02
2.608600000000000000e+04,3.600000000000000000e+01,4.000000000000000083e-02
2.620900000000000000e+04,1.230000000000000000e+02,4.000000000000000083e-02
2.622200000000000000e+04,1.300000000000000000e+01,4.000000000000000083e-02
2.623600000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
2.625000000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
2.626200000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
2.627300000000000000e+04,1.100000000000000000e+01,4.000000000000000083e-02
2.629700000000000000e+04,2.400000000000000000e+01,4.000000000000000083e-02
2.630900000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
2.632300000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
2.634000000000000000e+04,1.700000000000000000e+01,4.000000000000000083e-02
2.636300000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
2.645700000000000000e+04,9.400000000000000000e+01,4.000000000000000083e-02
2.648200000000000000e+04,2.500000000000000000e+01,4.000000000000000083e-02
2.650900000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
2.652600000000000000e+04,1.700000000000000000e+01,4.000000000000000083e-02
2.654700000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
2.657500000000000000e+04,2.800000000000000000e+01,4.000000000000000083e-02
2.666900000000000000e+04,9.400000000000000000e+01,4.000000000000000083e-02
2.670000000000000000e+04,3.100000000000000000e+01,4.000000000000000083e-02
2.674700000000000000e+04,4.700000000000000000e+01,4.000000000000000083e-02
2.683500000000000000e+04,8.800000000000000000e+01,4.000000000000000083e-02
2.694700000000000000e+04,1.120000000000000000e+02,4.000000000000000083e-02
2.704700000000000000e+04,1.000000000000000000e+02,4.000000000000000083e-02
2.717400000000000000e+04,1.270000000000000000e+02,4.000000000000000083e-02
2.728200000000000000e+04,1.080000000000000000e+02,4.000000000000000083e-02
2.739600000000000000e+04,1.140000000000000000e+02,4.000000000000000083e-02
2.743100000000000000e+04,3.500000000000000000e+01,4.000000000000000083e-02
2.744100000000000000e+04,1.000000000000000000e+01,4.000000000000000083e-02
2.746800000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
2.756100000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
2.765300000000000000e+04,9.200000000000000000e+01,4.000000000000000083e-02
2.767400000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
2.770300000000000000e+04,2.900000000000000000e+01,4.000000000000000083e-02
2.771900000000000000e+04,1.600000000000000000e+01,4.000000000000000083e-02
2.775200000000000000e+04,3.300000000000000000e+01,4.000000000000000083e-02
2.777900000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
2.779400000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
2.782100000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
2.785300000000000000e+04,3.200000000000000000e+01,4.000000000000000083e-02
2.786800000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
2.789100000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
2.801900000000000000e+04,1.280000000000000000e+02,4.000000000000000083e-02
2.804100000000000000e+04,2.200000000000000000e+01,4.000000000000000083e-02
2.813600000000000000e+04,9.500000000000000000e+01,4.000000000000000083e-02
2.823600000000000000e+04,1.000000000000000000e+02,4.000000000000000083e-02
2.832700000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
2.842700000000000000e+04,1.000000000000000000e+02,4.000000000000000083e-02
2.852500000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
2.862600000000000000e+04,1.010000000000000000e+02,4.000000000000000083e-02
2.864600000000000000e+04,2.000000000000000000e+01,4.000000000000000083e-02
2.874200000000000000e+04,9.600000000000000000e+01,4.000000000000000083e-02
2.883800000000000000e+04,9.600000000000000000e+01,4.000000000000000083e-02
2.893500000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
2.894600000000000000e+04,1.100000000000000000e+01,4.000000000000000083e-02
2.899700000000000000e+04,5.100000000000000000e+01,4.000000000000000083e-02
2.904300000000000000e+04,4.600000000000000000e+01,4.000000000000000083e-02
2.909400000000000000e+04,5.100000000000000000e+01,4.000000000000000083e-02
2.912400000000000000e+04,3.000000000000000000e+01,4.000000000000000083e-02
2.921000000000000000e+04,8.600000000000000000e+01,4.000000000000000083e-02
2.947000000000000000e+04,2.600000000000000000e+02,4.000000000000000083e-02
2.958200000000000000e+04,1.120000000000000000e+02,4.000000000000000083e-02
2.970100000000000000e+04,1.190000000000000000e+02,4.000000000000000083e-02
2.979600000000000000e+04,9.500000000000000000e+01,4.000000000000000083e-02
2.989500000000000000e+04,9.900000000000000000e+01,4.000000000000000083e-02
2.999200000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
3.003600000000000000e+04,4.400000000000000000e+01,4.000000000000000083e-02
3.006000000000000000e+04,2.400000000000000000e+01,4.000000000000000083e-02
3.008300000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
3.010400000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
3.012000000000000000e+04,1.600000000000000000e+01,4.000000000000000083e-02
3.014500000000000000e+04,2.500000000000000000e+01,4.000000000000000083e-02
3.023100000000000000e+04,8.600000000000000000e+01,4.000000000000000083e-02
3.032000000000000000e+04,8.900000000000000000e+01,4.000000000000000083e-02
3.041300000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
3.047900000000000000e+04,6.600000000000000000e+01,4.000000000000000083e-02
3.053700000000000000e+04,5.800000000000000000e+01,4.000000000000000083e-02
3.058400000000000000e+04,4.700000000000000000e+01,4.000000000000000083e-02
3.063900000000000000e+04,5.500000000000000000e+01,4.000000000000000083e-02
3.068800000000000000e+04,4.900000000000000000e+01,4.000000000000000083e-02
3.071500000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
3.112500000000000000e+04,4.100000000000000000e+02,4.000000000000000083e-02
3.122600000000000000e+04,1.010000000000000000e+02,4.000000000000000083e-02
3.146600000000000000e+04,2.400000000000000000e+02,4.000000000000000083e-02
3.158700000000000000e+04,1.210000000000000000e+02,4.000000000000000083e-02
3.170800000000000000e+04,1.210000000000000000e+02,4.000000000000000083e-02
3.173200000000000000e+04,2.400000000000000000e+01,4.000000000000000083e-02
3.182600000000000000e+04,9.400000000000000000e+01,4.000000000000000083e-02
3.192100000000000000e+04,9.500000000000000000e+01,4.000000000000000083e-02
3.194600000000000000e+04,2.500000000000000000e+01,4.000000000000000083e-02
3.241300000000000000e+04,4.670000000000000000e+02,4.000000000000000083e-02
3.242500000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
3.252400000000000000e+04,9.900000000000000000e+01,4.000000000000000083e-02
3.266200000000000000e+04,1.380000000000000000e+02,4.000000000000000083e-02
3.268600000000000000e+04,2.400000000000000000e+01,4.000000000000000083e-02
3.308300000000000000e+04,3.970000000000000000e+02,4.000000000000000083e-02
3.318100000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
3.328000000000000000e+04,9.900000000000000000e+01,4.000000000000000083e-02
3.339000000000000000e+04,1.100000000000000000e+02,4.000000000000000083e-02
3.350700000000000000e+04,1.170000000000000000e+02,4.000000000000000083e-02
3.358200000000000000e+04,7.500000000000000000e+01,4.000000000000000083e-02
3.368600000000000000e+04,1.040000000000000000e+02,4.000000000000000083e-02
3.378400000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
3.428400000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
3.440100000000000000e+04,1.170000000000000000e+02,4.000000000000000083e-02
3.450400000000000000e+04,1.030000000000000000e+02,4.000000000000000083e-02
3.451800000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
3.456800000000000000e+04,5.000000000000000000e+01,4.000000000000000083e-02
3.458100000000000000e+04,1.300000000000000000e+01,4.000000000000000083e-02
3.460300000000000000e+04,2.200000000000000000e+01,4.000000000000000083e-02
3.461500000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
3.463800000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
3.466100000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
3.467500000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
3.469200000000000000e+04,1.700000000000000000e+01,4.000000000000000083e-02
3.471200000000000000e+04,2.000000000000000000e+01,4.000000000000000083e-02
3.473000000000000000e+04,1.800000000000000000e+01,4.000000000000000083e-02
3.475400000000000000e+04,2.400000000000000000e+01,4.000000000000000083e-02
3.477200000000000000e+04,1.800000000000000000e+01,4.000000000000000083e-02
3.479100000000000000e+04,1.900000000000000000e+01,4.000000000000000083e-02
3.480500000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
3.494000000000000000e+04,1.350000000000000000e+02,4.000000000000000083e-02
3.508200000000000000e+04,1.420000000000000000e+02,4.000000000000000083e-02
3.520800000000000000e+04,1.260000000000000000e+02,4.000000000000000083e-02
3.533600000000000000e+04,1.280000000000000000e+02,4.000000000000000083e-02
3.545200000000000000e+04,1.160000000000000000e+02,4.000000000000000083e-02
3.556500000000000000e+04,1.130000000000000000e+02,4.000000000000000083e-02
3.606500000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
3.617200000000000000e+04,1.070000000000000000e+02,4.000000000000000083e-02
3.619800000000000000e+04,2.600000000000000000e+01,4.000000000000000083e-02
3.631100000000000000e+04,1.130000000000000000e+02,4.000000000000000083e-02
3.634400000000000000e+04,3.300000000000000000e+01,4.000000000000000083e-02
3.660900000000000000e+04,2.650000000000000000e+02,4.000000000000000083e-02
3.671400000000000000e+04,1.050000000000000000e+02,4.000000000000000083e-02
3.682000000000000000e+04,1.060000000000000000e+02,4.000000000000000083e-02
3.692300000000000000e+04,1.030000000000000000e+02,4.000000000000000083e-02
3.701700000000000000e+04,9.400000000000000000e+01,4.000000000000000083e-02
3.711200000000000000e+04,9.500000000000000000e+01,4.000000000000000083e-02
3.761200000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
3.811200000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
3.834200000000000000e+04,2.300000000000000000e+02,4.000000000000000083e-02
3.852500000000000000e+04,1.830000000000000000e+02,4.000000000000000083e-02
3.864800000000000000e+04,1.230000000000000000e+02,4.000000000000000083e-02
3.914800000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
3.964800000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
4.011400000000000000e+04,4.660000000000000000e+02,4.000000000000000083e-02
4.013500000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
4.016100000000000000e+04,2.600000000000000000e+01,4.000000000000000083e-02
4.018400000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
4.043000000000000000e+04,2.460000000000000000e+02,4.000000000000000083e-02
4.076700000000000000e+04,3.370000000000000000e+02,4.000000000000000083e-02
4.087000000000000000e+04,1.030000000000000000e+02,4.000000000000000083e-02
4.096700000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
4.107800000000000000e+04,1.110000000000000000e+02,4.000000000000000083e-02
4.111100000000000000e+04,3.300000000000000000e+01,4.000000000000000083e-02
4.121700000000000000e+04,1.060000000000000000e+02,4.000000000000000083e-02
4.133200000000000000e+04,1.150000000000000000e+02,4.000000000000000083e-02
4.145300000000000000e+04,1.210000000000000000e+02,4.000000000000000083e-02
4.148500000000000000e+04,3.200000000000000000e+01,4.000000000000000083e-02
4.152600000000000000e+04,4.100000000000000000e+01,4.000000000000000083e-02
4.156400000000000000e+04,3.800000000000000000e+01,4.000000000000000083e-02
4.158700000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
4.160500000000000000e+04,1.800000000000000000e+01,4.000000000000000083e-02
4.162000000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
4.163400000000000000e+04,1.400000000000000000e+01,4.000000000000000083e-02
4.165500000000000000e+04,2.100000000000000000e+01,4.000000000000000083e-02
4.167400000000000000e+04,1.900000000000000000e+01,4.000000000000000083e-02
4.169700000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
4.172000000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
4.181100000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
4.190400000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
4.200500000000000000e+04,1.010000000000000000e+02,4.000000000000000083e-02
4.209800000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
4.213400000000000000e+04,3.600000000000000000e+01,4.000000000000000083e-02
4.214500000000000000e+04,1.100000000000000000e+01,4.000000000000000083e-02
4.217200000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
4.226400000000000000e+04,9.200000000000000000e+01,4.000000000000000083e-02
4.235800000000000000e+04,9.400000000000000000e+01,4.000000000000000083e-02
4.244900000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
4.281500000000000000e+04,3.660000000000000000e+02,4.000000000000000083e-02
4.331500000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
4.341800000000000000e+04,1.030000000000000000e+02,4.000000000000000083e-02
4.352300000000000000e+04,1.050000000000000000e+02,4.000000000000000083e-02
4.402300000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
4.410000000000000000e+04,7.700000000000000000e+01,4.000000000000000083e-02
4.457200000000000000e+04,4.720000000000000000e+02,4.000000000000000083e-02
4.483300000000000000e+04,2.610000000000000000e+02,4.000000000000000083e-02
4.533300000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
4.583300000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
4.633300000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
4.683300000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
4.728100000000000000e+04,4.480000000000000000e+02,4.000000000000000083e-02
4.730400000000000000e+04,2.300000000000000000e+01,4.000000000000000083e-02
4.737600000000000000e+04,7.200000000000000000e+01,4.000000000000000083e-02
4.741700000000000000e+04,4.100000000000000000e+01,4.000000000000000083e-02
4.783000000000000000e+04,4.130000000000000000e+02,4.000000000000000083e-02
4.784800000000000000e+04,1.800000000000000000e+01,4.000000000000000083e-02
4.795900000000000000e+04,1.110000000000000000e+02,4.000000000000000083e-02
4.797800000000000000e+04,1.900000000000000000e+01,4.000000000000000083e-02
4.808200000000000000e+04,1.040000000000000000e+02,4.000000000000000083e-02
4.857000000000000000e+04,4.880000000000000000e+02,4.000000000000000083e-02
4.858500000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
4.860900000000000000e+04,2.400000000000000000e+01,4.000000000000000083e-02
4.863800000000000000e+04,2.900000000000000000e+01,4.000000000000000083e-02
4.908600000000000000e+04,4.480000000000000000e+02,4.000000000000000083e-02
4.921100000000000000e+04,1.250000000000000000e+02,4.000000000000000083e-02
4.930800000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
4.940700000000000000e+04,9.900000000000000000e+01,4.000000000000000083e-02
4.957200000000000000e+04,1.650000000000000000e+02,4.000000000000000083e-02
4.969000000000000000e+04,1.180000000000000000e+02,4.000000000000000083e-02
4.975000000000000000e+04,6.000000000000000000e+01,4.000000000000000083e-02
5.025000000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.049300000000000000e+04,2.430000000000000000e+02,4.000000000000000083e-02
5.059100000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
5.068400000000000000e+04,9.300000000000000000e+01,4.000000000000000083e-02
5.110000000000000000e+04,4.160000000000000000e+02,4.000000000000000083e-02
5.112800000000000000e+04,2.800000000000000000e+01,4.000000000000000083e-02
5.115700000000000000e+04,2.900000000000000000e+01,4.000000000000000083e-02
5.119800000000000000e+04,4.100000000000000000e+01,4.000000000000000083e-02
5.129600000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
5.139400000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
5.140600000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
5.151800000000000000e+04,1.120000000000000000e+02,4.000000000000000083e-02
5.162700000000000000e+04,1.090000000000000000e+02,4.000000000000000083e-02
5.174100000000000000e+04,1.140000000000000000e+02,4.000000000000000083e-02
5.196800000000000000e+04,2.270000000000000000e+02,4.000000000000000083e-02
5.206600000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
5.207800000000000000e+04,1.200000000000000000e+01,4.000000000000000083e-02
5.217200000000000000e+04,9.400000000000000000e+01,4.000000000000000083e-02
5.227000000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
5.239100000000000000e+04,1.210000000000000000e+02,4.000000000000000083e-02
5.250700000000000000e+04,1.160000000000000000e+02,4.000000000000000083e-02
5.263200000000000000e+04,1.250000000000000000e+02,4.000000000000000083e-02
5.274600000000000000e+04,1.140000000000000000e+02,4.000000000000000083e-02
5.284300000000000000e+04,9.700000000000000000e+01,4.000000000000000083e-02
5.294800000000000000e+04,1.050000000000000000e+02,4.000000000000000083e-02
5.296500000000000000e+04,1.700000000000000000e+01,4.000000000000000083e-02
5.305700000000000000e+04,9.200000000000000000e+01,4.000000000000000083e-02
5.314500000000000000e+04,8.800000000000000000e+01,4.000000000000000083e-02
5.323600000000000000e+04,9.100000000000000000e+01,4.000000000000000083e-02
5.333400000000000000e+04,9.800000000000000000e+01,4.000000000000000083e-02
5.343600000000000000e+04,1.020000000000000000e+02,4.000000000000000083e-02
5.354600000000000000e+04,1.100000000000000000e+02,4.000000000000000083e-02
5.404600000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.454600000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.497700000000000000e+04,4.310000000000000000e+02,4.000000000000000083e-02
5.508800000000000000e+04,1.110000000000000000e+02,4.000000000000000083e-02
5.511500000000000000e+04,2.700000000000000000e+01,4.000000000000000083e-02
5.522400000000000000e+04,1.090000000000000000e+02,4.000000000000000083e-02
5.532500000000000000e+04,1.010000000000000000e+02,4.000000000000000083e-02
5.549100000000000000e+04,1.660000000000000000e+02,4.000000000000000083e-02
5.599100000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.649100000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.695700000000000000e+04,4.660000000000000000e+02,4.000000000000000083e-02
5.745700000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.747200000000000000e+04,1.500000000000000000e+01,4.000000000000000083e-02
5.770000000000000000e+04,2.280000000000000000e+02,4.000000000000000083e-02
5.820000000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.825200000000000000e+04,5.200000000000000000e+01,4.000000000000000083e-02
5.827100000000000000e+04,1.900000000000000000e+01,4.000000000000000083e-02
5.877100000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.927100000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.977100000000000000e+04,5.000000000000000000e+02,4.000000000000000083e-02
5.980000000000000000e+04,2.900000000000000000e+01,4.000000000000000083e-02
5.991500000000000000e+04,1.150000000000000000e+02,4.000000000000000083e-02
